QW917_000002	extracellular region;lytic vacuole;cellular anatomical entity;membrane;cytoplasm;lysosome;intracellular membrane-bounded organelle;vacuole;intracellular organelle;membrane-bounded organelle;intracellular anatomical structure;organelle;extracellular space;peptidase activity;hydrolase activity;cysteine-type endopeptidase activity;cysteine-type peptidase activity;catalytic activity;endopeptidase activity;catalytic activity, acting on a protein;cellular process;catabolic process;organonitrogen compound catabolic process;proteolysis;protein catabolic process;metabolic process;protein metabolic process;protein metabolic process;proteolysis involved in protein catabolic process;nitrogen compound metabolic process;organonitrogen compound metabolic process;macromolecule catabolic process;cellular metabolic process;obsolete cellular macromolecule metabolic process;obsolete cellular macromolecule catabolic process;organic substance catabolic process;cellular catabolic process;primary metabolic process;organic substance metabolic process;protein catabolic process;macromolecule metabolic process"
QW917_015233	"sequence-specific double-stranded DNA binding;transcription cis-regulatory region binding;DNA-binding transcription factor activity, RNA polymerase II-specific;RNA polymerase II cis-regulatory region sequence-specific DNA binding;cis-regulatory region sequence-specific DNA binding;heterocyclic compound binding;organic cyclic compound binding;double-stranded DNA binding;sequence-specific DNA binding;nucleic acid binding;transcription regulator activity;DNA-binding transcription factor activity;RNA polymerase II transcription regulatory region sequence-specific DNA binding;DNA binding;binding;transcription regulatory region nucleic acid binding;obsolete cellular macromolecule biosynthetic process;regulation of RNA biosynthetic process;cellular process;obsolete regulation of nucleic acid-templated transcription;aromatic compound biosynthetic process;RNA metabolic process;organic substance biosynthetic process;regulation of metabolic process;metabolic process;obsolete nucleic acid-templated transcription;regulation of cellular biosynthetic process;nucleobase-containing compound biosynthetic process;RNA biosynthetic process;regulation of nitrogen compound metabolic process;organic cyclic compound metabolic process;gene expression;biological regulation;cellular biosynthetic process;DNA-templated transcription;nitrogen compound metabolic process;cellular metabolic process;regulation of cellular metabolic process;cellular aromatic compound metabolic process;regulation of RNA metabolic process;regulation of primary metabolic process;regulation of macromolecule metabolic process;regulation of biological process;obsolete cellular macromolecule metabolic process;regulation of gene expression;regulation of nucleobase-containing compound metabolic process;regulation of macromolecule biosynthetic process;cellular nitrogen compound biosynthetic process;biosynthetic process;organic cyclic compound biosynthetic process;regulation of cellular process;primary metabolic process;nucleic acid metabolic process;regulation of biosynthetic process;nucleobase-containing compound metabolic process;cellular nitrogen compound metabolic process;heterocycle biosynthetic process;organic substance metabolic process;obsolete regulation of cellular macromolecule biosynthetic process;regulation of DNA-templated transcription;macromolecule metabolic process;heterocycle metabolic process;macromolecule biosynthetic process"
QW917_015234	"membrane-enclosed lumen;intracellular anatomical structure;nucleus;nucleolus;non-membrane-bounded organelle;membrane;intracellular membrane-bounded organelle;intracellular organelle lumen;organelle lumen;intracellular organelle;intracellular non-membrane-bounded organelle;membrane-bounded organelle;nuclear lumen;organelle;cellular anatomical entity;RNA binding;heterocyclic compound binding;organic cyclic compound binding;nucleic acid binding;binding;cellular process;maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);rRNA metabolic process;ncRNA processing;cellular component biogenesis;RNA metabolic process;ribosomal large subunit biogenesis;metabolic process;organic cyclic compound metabolic process;gene expression;ribonucleoprotein complex biogenesis;nitrogen compound metabolic process;RNA processing;cellular metabolic process;cellular aromatic compound metabolic process;maturation of LSU-rRNA;primary metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;cellular nitrogen compound metabolic process;ncRNA metabolic process;rRNA processing;organic substance metabolic process;cellular component organization or biogenesis;ribosome biogenesis;macromolecule metabolic process;heterocycle metabolic process"
QW917_015235	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;oxidoreductase activity;catalytic activity;aerobic respiration;small molecule metabolic process;carboxylic acid metabolic process;cellular process;organic substance metabolic process;metabolic process;cellular metabolic process;cellular respiration;tricarboxylic acid cycle;generation of precursor metabolites and energy;organic acid metabolic process;energy derivation by oxidation of organic compounds;primary metabolic process;oxoacid metabolic process"
QW917_015236	obsolete intrinsic component of plasma membrane;obsolete intrinsic component of membrane;plasma membrane;plasma membrane;cell periphery;membrane;membrane;cellular anatomical entity;monoatomic cation transmembrane transporter activity;monoatomic cation channel activity;metal ion transmembrane transporter activity;channel activity;inorganic cation transmembrane transporter activity;potassium channel activity;potassium ion transmembrane transporter activity;passive transmembrane transporter activity;transporter activity;inorganic molecular entity transmembrane transporter activity;transmembrane transporter activity;monoatomic ion transmembrane transporter activity;monoatomic ion channel activity;regulation of biological quality;cellular process;transport;metal ion transport;localization;establishment of localization;regulation of membrane potential;inorganic cation transmembrane transport;potassium ion transport;inorganic ion transmembrane transport;monoatomic cation transmembrane transport;monoatomic ion transport;transmembrane transport;potassium ion transmembrane transport;monoatomic ion transmembrane transport;biological regulation;monoatomic cation transport
QW917_015236	obsolete intrinsic component of plasma membrane;obsolete intrinsic component of membrane;plasma membrane;plasma membrane;cell periphery;membrane;membrane;cellular anatomical entity;monoatomic cation transmembrane transporter activity;monoatomic cation channel activity;metal ion transmembrane transporter activity;channel activity;inorganic cation transmembrane transporter activity;potassium channel activity;potassium ion transmembrane transporter activity;passive transmembrane transporter activity;transporter activity;inorganic molecular entity transmembrane transporter activity;transmembrane transporter activity;monoatomic ion transmembrane transporter activity;monoatomic ion channel activity;regulation of biological quality;cellular process;transport;metal ion transport;localization;establishment of localization;regulation of membrane potential;inorganic cation transmembrane transport;potassium ion transport;inorganic ion transmembrane transport;monoatomic cation transmembrane transport;monoatomic ion transport;transmembrane transport;potassium ion transmembrane transport;monoatomic ion transmembrane transport;biological regulation;monoatomic cation transport
QW917_015237	obsolete intrinsic component of plasma membrane;obsolete intrinsic component of membrane;plasma membrane;plasma membrane;cell periphery;membrane;membrane;cellular anatomical entity;monoatomic cation transmembrane transporter activity;monoatomic cation channel activity;metal ion transmembrane transporter activity;channel activity;inorganic cation transmembrane transporter activity;potassium channel activity;potassium ion transmembrane transporter activity;passive transmembrane transporter activity;transporter activity;inorganic molecular entity transmembrane transporter activity;transmembrane transporter activity;monoatomic ion transmembrane transporter activity;monoatomic ion channel activity;regulation of biological quality;cellular process;transport;metal ion transport;localization;establishment of localization;regulation of membrane potential;inorganic cation transmembrane transport;potassium ion transport;inorganic ion transmembrane transport;monoatomic cation transmembrane transport;monoatomic ion transport;transmembrane transport;potassium ion transmembrane transport;monoatomic ion transmembrane transport;biological regulation;monoatomic cation transport
QW917_015238	binding;protein binding;signaling receptor binding;organelle organization;cellular process;vesicle-mediated transport;localization;exocytic process;exocytosis;vesicle fusion;cellular component organization;organelle membrane fusion;organelle fusion;membrane fusion;secretion by cell;membrane organization;vesicle fusion to plasma membrane;export from cell;secretion;transport;cellular component organization or biogenesis;vesicle organization;establishment of localization
QW917_015238	binding;protein binding;signaling receptor binding;organelle organization;cellular process;vesicle-mediated transport;localization;exocytic process;exocytosis;vesicle fusion;cellular component organization;organelle membrane fusion;organelle fusion;membrane fusion;secretion by cell;membrane organization;vesicle fusion to plasma membrane;export from cell;secretion;transport;cellular component organization or biogenesis;vesicle organization;establishment of localization
QW917_015238	binding;protein binding;signaling receptor binding;organelle organization;cellular process;vesicle-mediated transport;localization;exocytic process;exocytosis;vesicle fusion;cellular component organization;organelle membrane fusion;organelle fusion;membrane fusion;secretion by cell;membrane organization;vesicle fusion to plasma membrane;export from cell;secretion;transport;cellular component organization or biogenesis;vesicle organization;establishment of localization
QW917_015241	"chromosome;nucleus;non-membrane-bounded organelle;membrane;cytoplasm;intracellular non-membrane-bounded organelle;intracellular membrane-bounded organelle;intracellular organelle;membrane-bounded organelle;intracellular anatomical structure;organelle;cellular anatomical entity;helicase activity;hydrolase activity;DNA helicase activity;catalytic activity, acting on a nucleic acid;ribonucleoside triphosphate phosphatase activity;ATP-dependent activity, acting on DNA;hydrolase activity, acting on acid anhydrides;ATP hydrolysis activity;catalytic activity;3'-5' DNA helicase activity;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;catalytic activity, acting on DNA;pyrophosphatase activity;ATP-dependent activity;DNA-templated DNA replication;obsolete cellular macromolecule biosynthetic process;organelle organization;cellular process;cellular response to stress;double-strand break repair;DNA conformation change;aromatic compound biosynthetic process;DNA damage response;response to stimulus;organic substance biosynthetic process;metabolic process;response to stress;nucleobase-containing compound biosynthetic process;DNA duplex unwinding;cellular component organization;organic cyclic compound metabolic process;DNA metabolic process;DNA replication;cellular biosynthetic process;chromosome organization;DNA recombination;nitrogen compound metabolic process;double-strand break repair via homologous recombination;cellular metabolic process;cellular aromatic compound metabolic process;obsolete cellular macromolecule metabolic process;organic cyclic compound biosynthetic process;cellular nitrogen compound biosynthetic process;cellular response to stimulus;DNA geometric change;biosynthetic process;primary metabolic process;nucleic acid metabolic process;DNA repair;nucleobase-containing compound metabolic process;cellular nitrogen compound metabolic process;heterocycle biosynthetic process;organic substance metabolic process;cellular component organization or biogenesis;DNA unwinding involved in DNA replication;recombinational repair;DNA biosynthetic process;macromolecule metabolic process;heterocycle metabolic process;macromolecule biosynthetic process"
QW917_015242	"chromosome;non-membrane-bounded organelle;cytoplasm;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular anatomical structure;organelle;cellular anatomical entity;helicase activity;hydrolase activity;DNA helicase activity;catalytic activity, acting on a nucleic acid;ribonucleoside triphosphate phosphatase activity;ATP-dependent activity, acting on DNA;hydrolase activity, acting on acid anhydrides;ATP hydrolysis activity;catalytic activity;3'-5' DNA helicase activity;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;catalytic activity, acting on DNA;pyrophosphatase activity;ATP-dependent activity;DNA-templated DNA replication;obsolete cellular macromolecule biosynthetic process;organelle organization;cellular process;cellular response to stress;double-strand break repair;DNA conformation change;aromatic compound biosynthetic process;DNA damage response;response to stimulus;organic substance biosynthetic process;metabolic process;response to stress;nucleobase-containing compound biosynthetic process;DNA duplex unwinding;cellular component organization;organic cyclic compound metabolic process;DNA metabolic process;DNA replication;cellular biosynthetic process;chromosome organization;DNA recombination;nitrogen compound metabolic process;double-strand break repair via homologous recombination;cellular metabolic process;cellular aromatic compound metabolic process;obsolete cellular macromolecule metabolic process;organic cyclic compound biosynthetic process;cellular nitrogen compound biosynthetic process;cellular response to stimulus;DNA geometric change;biosynthetic process;primary metabolic process;nucleic acid metabolic process;DNA repair;nucleobase-containing compound metabolic process;cellular nitrogen compound metabolic process;heterocycle biosynthetic process;organic substance metabolic process;cellular component organization or biogenesis;DNA unwinding involved in DNA replication;recombinational repair;DNA biosynthetic process;macromolecule metabolic process;heterocycle metabolic process;macromolecule biosynthetic process"
QW917_015246	obsolete intrinsic component of plasma membrane;obsolete intrinsic component of membrane;plasma membrane;plasma membrane;cell periphery;membrane;membrane;cellular anatomical entity;monoatomic cation transmembrane transporter activity;monoatomic cation channel activity;metal ion transmembrane transporter activity;channel activity;inorganic cation transmembrane transporter activity;potassium channel activity;potassium ion transmembrane transporter activity;passive transmembrane transporter activity;transporter activity;inorganic molecular entity transmembrane transporter activity;transmembrane transporter activity;monoatomic ion transmembrane transporter activity;monoatomic ion channel activity;regulation of biological quality;cellular process;transport;metal ion transport;localization;establishment of localization;regulation of membrane potential;inorganic cation transmembrane transport;potassium ion transport;inorganic ion transmembrane transport;monoatomic cation transmembrane transport;monoatomic ion transport;transmembrane transport;potassium ion transmembrane transport;monoatomic ion transmembrane transport;biological regulation;monoatomic cation transport
QW917_015247	obsolete intrinsic component of plasma membrane;obsolete intrinsic component of membrane;plasma membrane;plasma membrane;cell periphery;membrane;membrane;cellular anatomical entity;monoatomic cation transmembrane transporter activity;monoatomic cation channel activity;metal ion transmembrane transporter activity;channel activity;inorganic cation transmembrane transporter activity;potassium channel activity;potassium ion transmembrane transporter activity;passive transmembrane transporter activity;transporter activity;inorganic molecular entity transmembrane transporter activity;transmembrane transporter activity;monoatomic ion transmembrane transporter activity;monoatomic ion channel activity;regulation of biological quality;cellular process;transport;metal ion transport;localization;establishment of localization;regulation of membrane potential;inorganic cation transmembrane transport;potassium ion transport;inorganic ion transmembrane transport;monoatomic cation transmembrane transport;monoatomic ion transport;transmembrane transport;potassium ion transmembrane transport;monoatomic ion transmembrane transport;biological regulation;monoatomic cation transport
QW917_015252	"protein-containing complex;transcription regulator complex;sequence-specific double-stranded DNA binding;transcription cis-regulatory region binding;DNA-binding transcription factor activity, RNA polymerase II-specific;RNA polymerase II cis-regulatory region sequence-specific DNA binding;cis-regulatory region sequence-specific DNA binding;heterocyclic compound binding;organic cyclic compound binding;double-stranded DNA binding;sequence-specific DNA binding;nucleic acid binding;transcription regulator activity;DNA-binding transcription factor activity;RNA polymerase II transcription regulatory region sequence-specific DNA binding;DNA binding;binding;transcription regulatory region nucleic acid binding;obsolete cellular macromolecule biosynthetic process;regulation of RNA biosynthetic process;cellular process;obsolete regulation of nucleic acid-templated transcription;transcription by RNA polymerase II;regulation of transcription by RNA polymerase II;aromatic compound biosynthetic process;RNA metabolic process;organic substance biosynthetic process;regulation of metabolic process;metabolic process;obsolete nucleic acid-templated transcription;regulation of cellular biosynthetic process;nucleobase-containing compound biosynthetic process;RNA biosynthetic process;regulation of nitrogen compound metabolic process;organic cyclic compound metabolic process;gene expression;biological regulation;cellular biosynthetic process;DNA-templated transcription;nitrogen compound metabolic process;cellular metabolic process;regulation of cellular metabolic process;cellular aromatic compound metabolic process;regulation of RNA metabolic process;regulation of primary metabolic process;regulation of macromolecule metabolic process;regulation of biological process;obsolete cellular macromolecule metabolic process;regulation of gene expression;regulation of nucleobase-containing compound metabolic process;regulation of macromolecule biosynthetic process;cellular nitrogen compound biosynthetic process;biosynthetic process;organic cyclic compound biosynthetic process;regulation of cellular process;primary metabolic process;nucleic acid metabolic process;regulation of biosynthetic process;nucleobase-containing compound metabolic process;cellular nitrogen compound metabolic process;heterocycle biosynthetic process;organic substance metabolic process;obsolete regulation of cellular macromolecule biosynthetic process;regulation of DNA-templated transcription;macromolecule metabolic process;heterocycle metabolic process;macromolecule biosynthetic process"
QW917_015253	regulation of biological quality;protein-containing complex assembly;cellular process;retina homeostasis;cellular component organization or biogenesis;cellular component assembly;homeostatic process;anatomical structure homeostasis;multicellular organismal-level homeostasis;tissue homeostasis;protein-containing complex assembly;cellular component organization;multicellular organismal process;cellular component biogenesis;biological regulation;protein-containing complex organization;chaperone-mediated protein complex assembly
QW917_015254	mitochondrion;membrane;cytoplasm;intracellular membrane-bounded organelle;intracellular organelle;membrane-bounded organelle;intracellular anatomical structure;organelle;cellular anatomical entity;binding;small molecule metabolic process;cellular process;organic substance metabolic process;cellular ketone metabolic process;metabolic process;cellular metabolic process;quinone metabolic process;cellular respiration;ubiquinone biosynthetic process;generation of precursor metabolites and energy;cellular biosynthetic process;biosynthetic process;small molecule biosynthetic process;energy derivation by oxidation of organic compounds;organic substance biosynthetic process
QW917_015258	mitochondrial envelope;organelle inner membrane;membrane;intracellular membrane-bounded organelle;intracellular anatomical structure;mitochondrial inner membrane;envelope;mitochondrion;intracellular organelle lumen;organelle membrane;intracellular organelle;membrane-bounded organelle;organelle lumen;organelle;cytoplasm;membrane-enclosed lumen;mitochondrial membrane;organelle envelope;mitochondrial matrix;cellular anatomical entity;protein-folding chaperone binding;protein binding;binding;protein transmembrane import into intracellular organelle;cellular process;organelle organization;protein folding;intracellular protein transmembrane transport;cellular response to stress;cellular response to chemical stimulus;localization;cellular macromolecule localization;response to topologically incorrect protein;response to stimulus;establishment of protein localization to mitochondrion;programmed cell death;establishment of protein localization to organelle;cellular response to topologically incorrect protein;intracellular transport;mitochondrial transport;protein localization;response to stress;cellular response to unfolded protein;response to unfolded protein;protein targeting to mitochondrion;cellular component organization;protein localization;protein targeting;organic substance transport;cell death;response to chemical;establishment of protein localization;protein transmembrane transport;cellular response to stimulus;protein localization to mitochondrion;protein localization to organelle;nitrogen compound transport;mitochondrial transmembrane transport;cellular localization;cellular response to organic substance;transport;apoptotic mitochondrial changes;cellular component organization or biogenesis;macromolecule localization;apoptotic process;response to organic substance;establishment of localization;intracellular protein transport;transmembrane transport;mitochondrion organization;protein transport;establishment of localization in cell;protein import
QW917_015259	membrane-enclosed lumen;intracellular anatomical structure;mitochondrion;membrane;cytoplasm;mitochondrial matrix;intracellular membrane-bounded organelle;intracellular organelle lumen;intracellular organelle;membrane-bounded organelle;organelle lumen;organelle;cellular anatomical entity;protein-folding chaperone binding;protein binding;metal ion binding;unfolded protein binding;ion binding;cation binding;binding;chaperone-mediated protein folding;cellular process;protein folding;chaperone cofactor-dependent protein refolding;'de novo' protein folding
QW917_015260	membrane-enclosed lumen;intracellular anatomical structure;mitochondrion;membrane;cytoplasm;mitochondrial matrix;intracellular membrane-bounded organelle;intracellular organelle lumen;intracellular organelle;membrane-bounded organelle;organelle lumen;organelle;cellular anatomical entity;catalytic activity;acyltransferase activity;transferase activity;aerobic respiration;cellular process;organic substance metabolic process;carbohydrate metabolic process;metabolic process;cellular metabolic process;cellular respiration;tricarboxylic acid cycle;generation of precursor metabolites and energy;energy derivation by oxidation of organic compounds;primary metabolic process
QW917_015261	organic acid transmembrane transporter activity;carboxylic acid transmembrane transporter activity;amino acid transmembrane transporter activity;transporter activity;transmembrane transporter activity;organic substance transport;cellular process;transport;localization;organic acid transport;establishment of localization;transmembrane transport;amino acid transport;nitrogen compound transport;organic acid transmembrane transport;carboxylic acid transmembrane transport;amino acid transmembrane transport
QW917_015265	"transferase activity;catalytic activity;transferase activity, transferring one-carbon groups;methyltransferase activity"
QW917_036232	cellular anatomical entity;membrane
QW917_015267	cellular anatomical entity;membrane
QW917_015268	plasma membrane;cell periphery;membrane;cytoplasm;endomembrane system;intracellular membrane-bounded organelle;vacuole;endoplasmic reticulum;intracellular organelle;membrane-bounded organelle;intracellular anatomical structure;organelle;cellular anatomical entity
QW917_015269	oxidoreductase activity;catalytic activity
QW917_015270	oxidoreductase activity;catalytic activity
QW917_015272	intracellular anatomical structure;membrane;intracellular membrane-bounded organelle;intracellular organelle;membrane-bounded organelle;nucleus;organelle;cellular anatomical entity;protein binding;histone binding;methylated histone binding;modification-dependent protein binding;binding
QW917_015273	obsolete intrinsic component of plasma membrane;obsolete intrinsic component of membrane;plasma membrane;plasma membrane;cell periphery;membrane;membrane;cellular anatomical entity;monoatomic cation transmembrane transporter activity;monoatomic ion transmembrane transporter activity;ligand-gated monoatomic ion channel activity;monoatomic cation channel activity;channel activity;potassium channel activity;passive transmembrane transporter activity;transporter activity;voltage-gated monoatomic cation channel activity;voltage-gated potassium channel activity;monoatomic ion channel activity;metal ion transmembrane transporter activity;voltage-gated channel activity;inorganic cation transmembrane transporter activity;gated channel activity;potassium ion transmembrane transporter activity;inorganic molecular entity transmembrane transporter activity;transmembrane transporter activity;voltage-gated monoatomic ion channel activity;regulation of biological quality;cellular process;transport;metal ion transport;localization;establishment of localization;regulation of membrane potential;inorganic cation transmembrane transport;potassium ion transport;inorganic ion transmembrane transport;action potential;monoatomic cation transmembrane transport;monoatomic ion transport;transmembrane transport;potassium ion transmembrane transport;monoatomic ion transmembrane transport;biological regulation;monoatomic cation transport
QW917_015275	"lytic vacuole;membrane;cytoplasm;lysosome;intracellular membrane-bounded organelle;vacuole;intracellular organelle;membrane-bounded organelle;intracellular anatomical structure;organelle;cellular anatomical entity;hydrolase activity, hydrolyzing O-glycosyl compounds;hydrolase activity;hydrolase activity, acting on glycosyl bonds;catalytic activity"
QW917_015276	"lytic vacuole;membrane;cytoplasm;lysosome;intracellular membrane-bounded organelle;vacuole;intracellular organelle;membrane-bounded organelle;intracellular anatomical structure;organelle;cellular anatomical entity;hydrolase activity, hydrolyzing O-glycosyl compounds;hydrolase activity;hydrolase activity, acting on glycosyl bonds;catalytic activity"
QW917_015277	extracellular region;extracellular space;cytoplasm;intracellular anatomical structure;cellular anatomical entity;fibroblast growth factor receptor binding;protein binding;signaling receptor activity;molecular function regulator activity;signaling receptor binding;signaling receptor regulator activity;growth factor activity;growth factor receptor binding;molecular transducer activity;signaling receptor activator activity;binding;receptor ligand activity;cellular response to chemical stimulus;positive regulation of cell population proliferation;regulation of protein modification process;macromolecule modification;regulation of phosphate metabolic process;enzyme-linked receptor protein signaling pathway;locomotion;cell communication;regulation of nitrogen compound metabolic process;cell population proliferation;protein metabolic process;protein metabolic process;response to chemical;nitrogen compound metabolic process;cellular metabolic process;regulation of cell migration;regulation of primary metabolic process;regulation of biological process;protein modification process;regulation of cellular process;signaling;organic substance metabolic process;cellular response to endogenous stimulus;regulation of locomotion;positive regulation of gene expression;positive regulation of phosphorylation;protein phosphorylation;regulation of protein phosphorylation;cell migration;response to stimulus;positive regulation of protein metabolic process;regulation of phosphorus metabolic process;phosphorus metabolic process;anatomical structure morphogenesis;regulation of cell motility;positive regulation of metabolic process;regulation of cell population proliferation;positive regulation of nitrogen compound metabolic process;multicellular organism development;positive regulation of protein phosphorylation;organonitrogen compound metabolic process;obsolete cellular macromolecule metabolic process;multicellular organismal process;response to growth factor;cellular response to organic substance;positive regulation of phosphate metabolic process;cellular response to growth factor stimulus;macromolecule metabolic process;response to endogenous stimulus;positive regulation of biological process;positive regulation of protein modification process;positive regulation of cellular process;signal transduction;animal organ morphogenesis;obsolete regulation of cellular component movement;positive regulation of cellular metabolic process;metabolic process;regulation of localization;cell motility;obsolete movement of cell or subcellular component;positive regulation of phosphorus metabolic process;regulation of phosphorylation;positive regulation of protein metabolic process;system development;regulation of cellular metabolic process;phosphate-containing compound metabolic process;animal organ development;fibroblast growth factor receptor signaling pathway;response to organic substance;cell differentiation;regulation of protein metabolic process;cellular process;localization;regulation of metabolic process;regulation of protein metabolic process;gene expression;biological regulation;anatomical structure development;cell surface receptor signaling pathway;developmental process;regulation of macromolecule metabolic process;regulation of gene expression;transmembrane receptor protein tyrosine kinase signaling pathway;cellular response to stimulus;cellular developmental process;primary metabolic process;positive regulation of macromolecule metabolic process;protein modification process;phosphorylation;localization of cell
QW917_015278	extracellular region;extracellular space;cytoplasm;intracellular anatomical structure;cellular anatomical entity;fibroblast growth factor receptor binding;protein binding;signaling receptor activity;molecular function regulator activity;signaling receptor binding;signaling receptor regulator activity;growth factor activity;growth factor receptor binding;molecular transducer activity;signaling receptor activator activity;binding;receptor ligand activity;cellular response to chemical stimulus;positive regulation of cell population proliferation;regulation of protein modification process;macromolecule modification;regulation of phosphate metabolic process;enzyme-linked receptor protein signaling pathway;locomotion;cell communication;regulation of nitrogen compound metabolic process;cell population proliferation;protein metabolic process;protein metabolic process;response to chemical;nitrogen compound metabolic process;cellular metabolic process;regulation of cell migration;regulation of primary metabolic process;regulation of biological process;protein modification process;regulation of cellular process;signaling;organic substance metabolic process;cellular response to endogenous stimulus;regulation of locomotion;positive regulation of gene expression;positive regulation of phosphorylation;protein phosphorylation;regulation of protein phosphorylation;cell migration;response to stimulus;positive regulation of protein metabolic process;regulation of phosphorus metabolic process;phosphorus metabolic process;anatomical structure morphogenesis;regulation of cell motility;positive regulation of metabolic process;regulation of cell population proliferation;positive regulation of nitrogen compound metabolic process;multicellular organism development;positive regulation of protein phosphorylation;organonitrogen compound metabolic process;obsolete cellular macromolecule metabolic process;multicellular organismal process;response to growth factor;cellular response to organic substance;positive regulation of phosphate metabolic process;cellular response to growth factor stimulus;macromolecule metabolic process;response to endogenous stimulus;positive regulation of biological process;positive regulation of protein modification process;positive regulation of cellular process;signal transduction;animal organ morphogenesis;obsolete regulation of cellular component movement;positive regulation of cellular metabolic process;metabolic process;regulation of localization;cell motility;obsolete movement of cell or subcellular component;positive regulation of phosphorus metabolic process;regulation of phosphorylation;positive regulation of protein metabolic process;system development;regulation of cellular metabolic process;phosphate-containing compound metabolic process;animal organ development;fibroblast growth factor receptor signaling pathway;response to organic substance;cell differentiation;regulation of protein metabolic process;cellular process;localization;regulation of metabolic process;regulation of protein metabolic process;gene expression;biological regulation;anatomical structure development;cell surface receptor signaling pathway;developmental process;regulation of macromolecule metabolic process;regulation of gene expression;transmembrane receptor protein tyrosine kinase signaling pathway;cellular response to stimulus;cellular developmental process;primary metabolic process;positive regulation of macromolecule metabolic process;protein modification process;phosphorylation;localization of cell
QW917_015279	extracellular region;extracellular space;cytoplasm;intracellular anatomical structure;cellular anatomical entity;fibroblast growth factor receptor binding;protein binding;signaling receptor activity;molecular function regulator activity;signaling receptor binding;signaling receptor regulator activity;growth factor activity;growth factor receptor binding;molecular transducer activity;signaling receptor activator activity;binding;receptor ligand activity;cellular response to chemical stimulus;positive regulation of cell population proliferation;regulation of protein modification process;macromolecule modification;regulation of phosphate metabolic process;enzyme-linked receptor protein signaling pathway;locomotion;cell communication;regulation of nitrogen compound metabolic process;cell population proliferation;protein metabolic process;protein metabolic process;response to chemical;nitrogen compound metabolic process;cellular metabolic process;regulation of cell migration;regulation of primary metabolic process;regulation of biological process;protein modification process;regulation of cellular process;signaling;organic substance metabolic process;cellular response to endogenous stimulus;regulation of locomotion;positive regulation of gene expression;positive regulation of phosphorylation;protein phosphorylation;regulation of protein phosphorylation;cell migration;response to stimulus;positive regulation of protein metabolic process;regulation of phosphorus metabolic process;phosphorus metabolic process;anatomical structure morphogenesis;regulation of cell motility;positive regulation of metabolic process;regulation of cell population proliferation;positive regulation of nitrogen compound metabolic process;multicellular organism development;positive regulation of protein phosphorylation;organonitrogen compound metabolic process;obsolete cellular macromolecule metabolic process;multicellular organismal process;response to growth factor;cellular response to organic substance;positive regulation of phosphate metabolic process;cellular response to growth factor stimulus;macromolecule metabolic process;response to endogenous stimulus;positive regulation of biological process;positive regulation of protein modification process;positive regulation of cellular process;signal transduction;animal organ morphogenesis;obsolete regulation of cellular component movement;positive regulation of cellular metabolic process;metabolic process;regulation of localization;cell motility;obsolete movement of cell or subcellular component;positive regulation of phosphorus metabolic process;regulation of phosphorylation;positive regulation of protein metabolic process;system development;regulation of cellular metabolic process;phosphate-containing compound metabolic process;animal organ development;fibroblast growth factor receptor signaling pathway;response to organic substance;cell differentiation;regulation of protein metabolic process;cellular process;localization;regulation of metabolic process;regulation of protein metabolic process;gene expression;biological regulation;anatomical structure development;cell surface receptor signaling pathway;developmental process;regulation of macromolecule metabolic process;regulation of gene expression;transmembrane receptor protein tyrosine kinase signaling pathway;cellular response to stimulus;cellular developmental process;primary metabolic process;positive regulation of macromolecule metabolic process;protein modification process;phosphorylation;localization of cell
